brand,model,type,mp,optical_zoom,digital_zoom,screen_size,price,matches
nikon,d3200,digital slr,24.2,,,,298.43,"{'www.priceme.co.nz//2172', 'www.priceme.co.nz//2073', 'www.shopmania.in//949', 'www.flipkart.com//2273', 'www.ebay.com//43536', 'www.priceme.co.nz//1778', 'www.ebay.com//46902', 'www.ebay.com//53278', 'www.ebay.com//41940', 'www.walmart.com//762', 'www.mypriceindia.com//747', 'www.mypriceindia.com//714', 'www.ebay.com//58017', 'www.ebay.com//44280', 'www.ebay.com//44820', 'www.ebay.com//54173', 'www.eglobalcentral.co.uk//667', 'www.walmart.com//644', 'www.ebay.com//56576', 'www.ebay.com//57346', 'www.ebay.com//55400', 'www.ebay.com//58750', 'www.buzzillions.com//2073', 'www.ebay.com//47729', 'www.ebay.com//47452', 'www.ebay.com//48647', 'www.shopbot.com.au//1343', 'www.shopbot.com.au//431', 'www.garricks.com.au//25', 'www.ebay.com//59054', 'www.priceme.co.nz//2018', 'www.ebay.com//47564', 'www.ebay.com//54991', 'www.ebay.com//45750', 'www.ebay.com//46645', 'www.ebay.com//55768', 'www.mypriceindia.com//683', 'www.ebay.com//42418', 'www.eglobalcentral.co.uk//53', 'www.ebay.com//60713', 'www.ebay.com//53105', 'www.mypriceindia.com//710', 'www.ebay.com//43643', 'www.ebay.com//46468', 'www.ebay.com//47043', 'www.ebay.com//43503', 'www.eglobalcentral.co.uk//579', 'www.ebay.com//60601', 'www.ebay.com//43118', 'www.garricks.com.au//66', 'www.ebay.com//42010', 'www.shopbot.com.au//419', 'www.ebay.com//47725', 'www.ebay.com//46586', 'www.alibaba.com//36247', 'www.ebay.com//43064', 'www.ebay.com//56451', 'www.ebay.com//45066', 'www.ebay.com//43655', 'www.ebay.com//59606', 'www.ebay.com//52992', 'www.ebay.com//24967', 'www.ebay.com//58373', 'www.mypriceindia.com//38', 'www.ebay.com//60432', 'www.ebay.com//48723', 'www.ebay.com//48415', 'www.ebay.com//46506', 'www.ebay.com//59640', 'www.priceme.co.nz//2192', 'www.ebay.com//44989', 'cammarkt.com//501', 'www.ebay.com//47914', 'www.ilgs.net//37', 'www.pricedekho.com//983', 'www.ebay.com//45643', 'www.ebay.com//59124', 'www.ebay.com//48567', 'www.ebay.com//55173', 'www.ebay.com//56662', 'www.ebay.com//47447', 'www.walmart.com//776', 'www.flipkart.com//2299', 'www.priceme.co.nz//1670', 'www.shopbot.com.au//1659', 'www.ebay.com//24625', 'www.ebay.com//48493', 'www.shopbot.com.au//1217', 'www.ebay.com//59327', 'www.ebay.com//56845', 'www.ebay.com//43940', 'www.ebay.com//52691', 'www.eglobalcentral.co.uk//325', 'www.shopbot.com.au//1482', 'www.ebay.com//47932', 'www.ebay.com//60850', 'www.ebay.com//43434', 'www.ebay.com//46832', 'www.ebay.com//55516', 'cammarkt.com//77', 'www.price-hunt.com//9649', 'www.eglobalcentral.co.uk//356', 'www.shopbot.com.au//1664', 'www.ebay.com//54907', 'www.ebay.com//24720', 'www.gosale.com//1296', 'www.ebay.com//41983', 'www.ebay.com//43061', 'www.ebay.com//43811', 'www.eglobalcentral.co.uk//131', 'www.ukdigitalcameras.co.uk//240', 'www.ebay.com//43571', 'www.eglobalcentral.co.uk//135', 'www.mypriceindia.com//769', 'www.shopbot.com.au//260', 'www.gosale.com//1263', 'www.alibaba.com//24103', 'www.ebay.com//54721', 'www.ebay.com//60484', 'www.eglobalcentral.co.uk//192', 'www.ebay.com//47328', 'www.ebay.com//42607', 'www.ebay.com//55912', 'buy.net//5857', 'www.ebay.com//47721', 'www.ebay.com//46280', 'www.ebay.com//43185', 'buy.net//5698', 'www.ebay.com//43705', 'www.pcconnection.com//12181', 'www.ebay.com//58577', 'www.ebay.com//56352', 'www.ebay.com//56115', 'www.ebay.com//41946', 'www.ebay.com//54120', 'www.ebay.com//43036', 'www.ebay.com//54560', 'www.ebay.com//43720', 'www.priceme.co.nz//2043', 'www.ebay.com//44852', 'www.ebay.com//48713', 'www.gosale.com//848', 'www.shopbot.com.au//1222', 'www.shopmania.in//984', 'www.ebay.com//44625', 'www.shopmania.in//950', 'www.ebay.com//60868', 'www.ebay.com//56980', 'www.ebay.com//57139', 'www.pricedekho.com//1193', 'www.ebay.com//41871', 'www.ebay.com//54403', 'www.ebay.com//53376', 'www.ebay.com//60806', 'www.mypriceindia.com//72', 'www.ebay.com//56218', 'www.priceme.co.nz//2202', 'www.ebay.com//53179', 'www.ebay.com//57198', 'www.ebay.com//47121', 'www.ebay.com//45793', 'www.eglobalcentral.co.uk//138', 'www.shopbot.com.au//308', 'www.ebay.com//42039', 'www.ebay.com//44355', 'www.eglobalcentral.co.uk//585', 'www.garricks.com.au//31', 'www.ebay.com//55934', 'www.ebay.com//47672', 'www.ilgs.net//58', 'www.ebay.com//42038', 'www.priceme.co.nz//2082', 'www.flipkart.com//2282', 'www.ebay.com//58178', 'www.gosale.com//1122', 'www.ebay.com//43019', 'www.walmart.com//633', 'www.priceme.co.nz//2249', 'www.alibaba.com//34764', 'www.ebay.com//59061', 'www.alibaba.com//35214', 'www.ebay.com//54114', 'www.ebay.com//44430', 'www.ebay.com//56678', 'www.ebay.com//52959', 'www.ebay.com//43998'}"
nikon,d3300,NULL,,,,,468.0,"{'www.shopmania.in//1677', 'www.garricks.com.au//128', 'www.ebay.com//58944', 'www.cambuy.com.au//36', 'www.flipkart.com//2307', 'www.priceme.co.nz//1865', 'www.ebay.com//42954', 'www.flipkart.com//2180', 'www.ebay.com//42181', 'www.mypriceindia.com//585', 'www.ebay.com//47581', 'www.priceme.co.nz//2110', 'www.shopmania.in//655', 'www.ebay.com//60045', 'www.eglobalcentral.co.uk//63', 'buy.net//5368', 'www.ebay.com//24056', 'buy.net//6507', 'www.ebay.com//59381', 'www.mypriceindia.com//67', 'www.ebay.com//44975', 'www.ebay.com//48282', 'www.cambuy.com.au//52', 'www.ebay.com//47141', 'www.garricks.com.au//109', 'www.priceme.co.nz//2342', 'www.ebay.com//56223', 'www.ebay.com//59023', 'www.ebay.com//42493', 'www.priceme.co.nz//1829', 'www.priceme.co.nz//1945', 'www.ebay.com//48402', 'www.ebay.com//48096', 'www.ebay.com//54199', 'www.eglobalcentral.co.uk//88', 'www.ebay.com//48956', 'www.pricedekho.com//1225', 'www.pcconnection.com//12193', 'www.ebay.com//45748', 'www.cambuy.com.au//54', 'www.eglobalcentral.co.uk//52', 'www.eglobalcentral.co.uk//605', 'www.eglobalcentral.co.uk//136', 'www.flipkart.com//2166', 'www.ebay.com//59529', 'www.gosale.com//847', 'www.garricks.com.au//125', 'www.cambuy.com.au//111', 'www.cambuy.com.au//56', 'www.cambuy.com.au//49', 'www.shopbot.com.au//1498', 'www.ebay.com//59143', 'www.ebay.com//55150', 'www.ebay.com//59830', 'www.ebay.com//53086', 'www.ebay.com//56618', 'www.ebay.com//54945', 'www.alibaba.com//26478', 'www.eglobalcentral.co.uk//303', 'www.ebay.com//47448', 'www.ebay.com//23979', 'www.ebay.com//42269', 'www.shopbot.com.au//1464', 'www.cambuy.com.au//82', 'www.ebay.com//59832', 'www.mypriceindia.com//3', 'www.ebay.com//54686', 'www.ebay.com//42953', 'www.garricks.com.au//115', 'www.eglobalcentral.co.uk//332', 'www.gosale.com//1312', 'www.ebay.com//43684', 'www.ebay.com//47735', 'www.eglobalcentral.co.uk//133', 'www.shopmania.in//1069', 'buy.net//6363', 'www.shopbot.com.au//1540', 'www.eglobalcentral.co.uk//9', 'cammarkt.com//81'}"
nikon,d3s,digital slr,12.1,,,3.0,4070.97,"{'www.ebay.com//44843', 'www.ebay.com//24777', 'www.ebay.com//46771', 'www.ebay.com//53101', 'www.ebay.com//60411', 'www.shopbot.com.au//1366', 'www.ebay.com//43059', 'www.priceme.co.nz//2025', 'www.price-hunt.com//906', 'www.gosale.com//890', 'www.shopmania.in//1114', 'www.ebay.com//43965', 'www.ebay.com//47369', 'www.ebay.com//58691', 'www.ebay.com//53953', 'www.ebay.com//55455', 'www.ebay.com//53969', 'www.ebay.com//47403', 'www.ebay.com//44565', 'www.ebay.com//58731', 'www.ebay.com//59770'}"
nikon,d3x,digital slr,24.5,,,3.0,6567.12,"{'www.ebay.com//59520', 'www.ebay.com//53013', 'www.ebay.com//47180', 'www.ebay.com//43072', 'www.ebay.com//24434', 'www.ebay.com//48739', 'www.ebay.com//43058', 'buy.net//6221', 'www.ebay.com//45367', 'www.gosale.com//1141', 'www.shopmania.in//1469', 'www.ebay.com//55875', 'www.ebay.com//24576', 'www.mypriceindia.com//685'}"
nikon,d4,digital slr,16.2,,,,4357.99,"{'www.buzzillions.com//2909', 'www.ebay.com//58912', 'www.eglobalcentral.co.uk//144', 'www.ebay.com//59612', 'www.ebay.com//46939', 'www.ebay.com//43052', 'www.shopmania.in//899', 'www.ebay.com//54086', 'buy.net//5641', 'www.ebay.com//53055', 'www.priceme.co.nz//2130', 'www.ebay.com//58588', 'www.ebay.com//42834', 'www.shopbot.com.au//1254', 'www.gosale.com//849', 'www.pricedekho.com//1054', 'www.price-hunt.com//9794', 'www.ebay.com//47490', 'www.ebay.com//54217', 'www.mypriceindia.com//159'}"
nikon,d40,digital slr,6.1,3.1,,2.5,516.81,"{'www.ebay.com//59002', 'www.buzzillions.com//1039', 'www.ebay.com//46618', 'www.ebay.com//24877', 'www.ebay.com//44215', 'www.ebay.com//46773', 'www.ebay.com//44845', 'www.ebay.com//56106', 'www.ebay.com//58860', 'www.ebay.com//54590', 'www.ebay.com//44853', 'www.ebay.com//59838', 'www.ebay.com//46122', 'www.ebay.com//53129', 'www.ebay.com//54891', 'www.ebay.com//43142', 'www.ebay.com//46503', 'www.gosale.com//1025', 'cammarkt.com//213', 'www.ebay.com//54103', 'www.ebay.com//48261', 'www.ebay.com//53220', 'www.ebay.com//59644', 'www.ebay.com//42678', 'www.ebay.com//55656', 'cammarkt.com//265', 'www.ebay.com//43979', 'www.ebay.com//46277', 'www.ebay.com//59647', 'www.ebay.com//57387', 'www.ebay.com//47817', 'www.ebay.com//58710', 'www.ebay.com//46126', 'www.ebay.com//24763', 'www.ebay.com//44678', 'www.ebay.com//42100', 'www.ebay.com//25132', 'www.ebay.com//57064', 'www.ebay.com//55630', 'www.ebay.com//53133', 'www.ebay.com//46841', 'www.ebay.com//59672', 'www.ebay.com//56560', 'www.ebay.com//59984', 'www.ebay.com//60779', 'www.ebay.com//47260', 'www.ebay.com//52803', 'www.ebay.com//45273'}"
nikon,d40x,digital slr,10.2,,,2.5,535.43,"{'www.ebay.com//46981', 'www.ebay.com//45524', 'www.ebay.com//59966', 'www.ebay.com//43827', 'www.ebay.com//42302', 'www.ebay.com//59860', 'www.ebay.com//58185', 'www.gosale.com//1365', 'cammarkt.com//246', 'www.ebay.com//53697', 'www.ebay.com//23990', 'www.ebay.com//47807', 'cammarkt.com//283', 'cammarkt.com//225', 'www.ebay.com//60128', 'cammarkt.com//307', 'www.ebay.com//45402', 'www.shopbot.com.au//424', 'www.ebay.com//47143', 'www.ebay.com//58948', 'www.ebay.com//48337', 'www.ebay.com//54187', 'www.ebay.com//42662', 'www.ebay.com//45046', 'www.gosale.com//1058'}"
nikon,d4s,digital slr,,,,,4869.27,"{'www.ebay.com//55121', 'www.garricks.com.au//33', 'www.alibaba.com//36402', 'www.ebay.com//60742', 'www.ebay.com//47599', 'www.ebay.com//44860', 'www.ebay.com//46407', 'www.ebay.com//53603', 'www.ebay.com//55062', 'www.ebay.com//44040', 'www.eglobalcentral.co.uk//706', 'www.ebay.com//59679', 'www.pricedekho.com//1172', 'www.gosale.com//743', 'buy.net//6229', 'www.mypriceindia.com//10', 'www.shopbot.com.au//1374', 'www.shopmania.in//1217', 'www.priceme.co.nz//1766'}"
nikon,d50,digital slr,6.1,,,2.0,505.76,"{'www.ebay.com//57218', 'www.ebay.com//47463', 'www.ebay.com//54816', 'www.ebay.com//53850', 'www.ebay.com//42697', 'www.ebay.com//47133', 'www.ebay.com//58222', 'www.ebay.com//42648', 'www.gosale.com//490', 'www.ebay.com//43280', 'www.ebay.com//44294', 'www.ebay.com//47366', 'www.ebay.com//56382', 'www.ebay.com//46197', 'www.ebay.com//55077', 'www.ebay.com//52622', 'www.ebay.com//52894', 'www.ebay.com//60639', 'www.ebay.com//56716', 'www.ebay.com//57471', 'www.ebay.com//47244', 'www.ebay.com//45558', 'www.ebay.com//53190', 'www.ebay.com//56888', 'www.ebay.com//60344', 'www.ebay.com//53487', 'www.ebay.com//44236', 'www.ebay.com//53530', 'www.ebay.com//56297', 'www.ebay.com//44405', 'www.ebay.com//44660', 'www.ebay.com//58041', 'www.ebay.com//42208', 'www.ebay.com//48391', 'www.ebay.com//57638', 'www.ebay.com//56969', 'www.ebay.com//45460', 'www.ebay.com//55769', 'www.ebay.com//45697', 'www.ebay.com//58751', 'www.ebay.com//48298', 'www.ebay.com//56045', 'www.ebay.com//48004', 'www.ebay.com//55221', 'www.ebay.com//56010', 'www.ebay.com//59462'}"
nikon,d50,digital slr,6.1,,,2.0,,{'www.ebay.com//47966'}
nikon,d50,digital slr,6.1,,,2.0,,{'www.ebay.com//60622'}
nikon,d5000,digital slr,12.3,,,2.7,620.97,"{'www.ebay.com//56454', 'www.gosale.com//1283', 'www.ebay.com//43151', 'cammarkt.com//18', 'www.ebay.com//46210', 'www.ebay.com//56291', 'www.ebay.com//55222', 'www.ebay.com//48276', 'www.ebay.com//45246', 'www.ebay.com//57053', 'www.ebay.com//60236', 'www.ebay.com//56854', 'www.ebay.com//56250', 'www.ebay.com//24064', 'www.ebay.com//43383', 'www.ebay.com//32672', 'www.ebay.com//44579', 'www.ebay.com//54932', 'www.ebay.com//24857', 'www.ebay.com//47085', 'www.ebay.com//46128', 'www.ebay.com//45737', 'www.ebay.com//53853', 'www.ebay.com//23912', 'www.ebay.com//54302', 'www.ebay.com//59586', 'www.buzzillions.com//2090', 'www.ebay.com//56156', 'www.ebay.com//59032', 'www.ebay.com//42430', 'www.ebay.com//52646', 'www.ebay.com//47220', 'www.ebay.com//43068', 'www.ebay.com//48509', 'www.ebay.com//24595', 'www.ebay.com//60421', 'www.ebay.com//54905', 'www.ebay.com//55323', 'www.ebay.com//54961'}"
nikon,d5100,digital slr,16.2,,,3.0,648.59,"{'www.shopbot.com.au//1522', 'www.ebay.com//60748', 'www.ebay.com//48240', 'www.ebay.com//43334', 'www.mypriceindia.com//718', 'www.ebay.com//48422', 'www.ebay.com//48564', 'www.ebay.com//57355', 'www.priceme.co.nz//2181', 'www.camerafarm.com.au//754', 'www.ebay.com//42501', 'www.mypriceindia.com//700', 'www.eglobalcentral.co.uk//587', 'www.gosale.com//930', 'www.ebay.com//54894', 'www.shopbot.com.au//1382', 'cammarkt.com//186', 'www.ebay.com//46873', 'www.ebay.com//45253', 'www.ebay.com//47852', 'www.ebay.com//52860', 'www.ebay.com//44470', 'www.priceme.co.nz//85', 'www.buzzillions.com//1864', 'www.ebay.com//55307', 'www.ebay.com//42401', 'www.flipkart.com//2203', 'www.ebay.com//48575', 'www.ebay.com//60532', 'www.ebay.com//45433', 'www.ebay.com//43984', 'www.ebay.com//24638', 'www.mypriceindia.com//686', 'www.ebay.com//53183', 'www.ebay.com//45420', 'www.ebay.com//58232', 'www.ebay.com//58865', 'www.gosale.com//479', 'www.ebay.com//44163', 'www.ebay.com//46500', 'www.priceme.co.nz//2403', 'www.ebay.com//42983', 'www.ebay.com//45461', 'www.mypriceindia.com//699', 'www.ebay.com//48604', 'www.ebay.com//46967', 'www.ebay.com//55418', 'www.mypriceindia.com//92', 'www.eglobalcentral.co.uk//393', 'www.ebay.com//56793', 'www.camerafarm.com.au//807', 'www.ebay.com//58910', 'www.ebay.com//43898', 'www.ebay.com//60169', 'www.shopbot.com.au//196', 'www.priceme.co.nz//1800', 'www.camerafarm.com.au//822', 'www.ebay.com//44457', 'www.ebay.com//57397', 'www.ebay.com//47099', 'www.eglobalcentral.co.uk//537', 'www.ebay.com//24038', 'www.ebay.com//46548', 'www.ebay.com//44832', 'cammarkt.com//51', 'www.eglobalcentral.co.uk//196', 'www.ebay.com//54161', 'www.ebay.com//59263', 'www.ebay.com//58187', 'www.buzzillions.com//2315', 'www.pcconnection.com//12163', 'www.ebay.com//44901', 'www.ebay.com//53276', 'www.ebay.com//54254', 'www.priceme.co.nz//2007', 'www.ebay.com//45102', 'www.ebay.com//42140', 'www.ebay.com//45826', 'www.ebay.com//60734', 'cammarkt.com//325', 'www.ebay.com//54445', 'www.ebay.com//46017', 'www.ebay.com//53879', 'www.pricedekho.com//1238', 'www.ebay.com//53915', 'www.ebay.com//43402', 'www.ebay.com//24229', 'www.ebay.com//55743', 'www.ebay.com//55509', 'www.ebay.com//41945', 'www.ebay.com//54952', 'www.ebay.com//45237', 'www.ebay.com//57076', 'www.ebay.com//60330', 'www.ebay.com//23934', 'www.ebay.com//59172', 'www.ebay.com//43923', 'www.priceme.co.nz//2056', 'www.ebay.com//59997', 'www.eglobalcentral.co.uk//38', 'www.mypriceindia.com//132', 'www.ebay.com//45948', 'www.shopmania.in//1066', 'www.ebay.com//42621', 'www.shopmania.in//1009', 'www.flipkart.com//2211', 'www.gosale.com//407', 'www.ebay.com//45267', 'www.ebay.com//42789', 'www.ebay.com//55613', 'www.ebay.com//48491', 'www.ebay.com//55879', 'www.ebay.com//60918', 'www.ebay.com//47633', 'www.ebay.com//45315', 'www.ebay.com//46212', 'www.ebay.com//48327', 'www.ebay.com//55696', 'www.ebay.com//48424', 'www.ebay.com//45853', 'www.ebay.com//48301', 'www.ebay.com//53593', 'www.ebay.com//44592', 'www.ebay.com//56999', 'www.ebay.com//48613', 'www.ebay.com//47616', 'www.ebay.com//60008', 'www.ebay.com//53583', 'www.ebay.com//55485', 'www.ebay.com//58128', 'www.ebay.com//46855', 'www.ebay.com//54465', 'www.ebay.com//54829', 'www.ebay.com//43126', 'www.ebay.com//48230', 'www.ebay.com//45898'}"
nikon,d5100,dslr cameras,16.2,3.0,,,,{'www.buzzillions.com//2421'}
nikon,d5200,digital slr,24.1,,,,557.47,"{'www.eglobalcentral.co.uk//103', 'www.ebay.com//59058', 'www.flipkart.com//2255', 'www.ebay.com//45316', 'www.ebay.com//53674', 'www.ebay.com//45297', 'www.ebay.com//53471', 'www.eglobalcentral.co.uk//465', 'www.ebay.com//45730', 'www.eglobalcentral.co.uk//245', 'www.ebay.com//52847', 'www.ebay.com//42469', 'www.pricedekho.com//1277', 'www.ebay.com//45963', 'www.ebay.com//46944', 'www.eglobalcentral.co.uk//164', 'www.pcconnection.com//12178', 'www.alibaba.com//27680', 'www.ebay.com//24662', 'www.mypriceindia.com//593', 'www.shopbot.com.au//320', 'www.walmart.com//642', 'www.ebay.com//60702', 'www.ebay.com//43457', 'www.eglobalcentral.co.uk//190', 'cammarkt.com//241', 'www.shopbot.com.au//1373', 'www.ebay.com//60350', 'www.ebay.com//54345', 'www.ebay.com//55642', 'www.buzzillions.com//2538', 'www.walmart.com//625', 'www.ebay.com//58864', 'www.ebay.com//59936', 'www.ebay.com//45576', 'www.ebay.com//53346', 'www.ebay.com//55739', 'www.buzzillions.com//2614', 'www.eglobalcentral.co.uk//214', 'www.priceme.co.nz//2262', 'www.ebay.com//56643', 'www.priceme.co.nz//2350', 'www.ebay.com//53904', 'www.ebay.com//56488', 'www.shopbot.com.au//1594', 'www.ebay.com//60547', 'www.ebay.com//47596', 'www.gosale.com//832', 'www.flipkart.com//2181', 'www.ebay.com//59869', 'www.ebay.com//47334', 'www.garricks.com.au//32', 'www.ebay.com//57027', 'www.shopbot.com.au//214', 'www.shopmania.in//1003', 'www.buzzillions.com//2348', 'www.ebay.com//42686', 'www.pricedekho.com//1101', 'www.ebay.com//56956', 'www.ebay.com//43606', 'www.ebay.com//46367', 'www.shopmania.in//886', 'www.ebay.com//42050', 'www.ebay.com//43759', 'www.shopbot.com.au//1503', 'www.garricks.com.au//9', 'www.priceme.co.nz//1946', 'www.mypriceindia.com//209', 'www.priceme.co.nz//1798', 'www.ebay.com//58634', 'cammarkt.com//16', 'www.ebay.com//47427', 'www.ebay.com//60141', 'www.eglobalcentral.co.uk//159', 'www.mypriceindia.com//144', 'www.mypriceindia.com//170', 'www.ebay.com//56074', 'www.ebay.com//60431', 'www.ebay.com//45796', 'www.ebay.com//46915', 'www.ebay.com//59676', 'www.garricks.com.au//7', 'www.ebay.com//44160', 'cammarkt.com//439', 'www.ebay.com//56671', 'www.ebay.com//43452', 'www.garricks.com.au//8', 'www.ebay.com//59718', 'www.buzzillions.com//2436', 'www.walmart.com//747', 'www.ebay.com//44483', 'www.shopbot.com.au//205', 'www.ebay.com//52759', 'www.garricks.com.au//20', 'www.ebay.com//59064', 'www.ebay.com//43609', 'www.ebay.com//59481', 'www.shopbot.com.au//333', 'www.ebay.com//42581', 'www.ebay.com//46363', 'cammarkt.com//95', 'www.ebay.com//45838', 'www.ebay.com//56580', 'www.ebay.com//58888', 'www.mypriceindia.com//103', 'www.gosale.com//551', 'www.eglobalcentral.co.uk//298', 'cammarkt.com//352', 'www.mypriceindia.com//75', 'www.ebay.com//24698', 'www.ebay.com//43479', 'www.ebay.com//45539', 'www.ebay.com//59786', 'www.shopmania.in//1274', 'www.ebay.com//43391', 'www.ebay.com//54246', 'www.ebay.com//45645', 'www.pcconnection.com//12180', 'www.ebay.com//55089', 'cammarkt.com//408', 'buy.net//5759', 'www.priceme.co.nz//2021', 'www.pcconnection.com//12168', 'www.priceme.co.nz//2134', 'www.eglobalcentral.co.uk//653', 'www.shopbot.com.au//353', 'www.eglobalcentral.co.uk//454', 'www.eglobalcentral.co.uk//487', 'www.eglobalcentral.co.uk//510', 'www.pcconnection.com//12189', 'www.priceme.co.nz//2062', 'www.ebay.com//55073', 'www.ebay.com//46927', 'www.ebay.com//43003', 'www.ebay.com//42577', 'www.buzzillions.com//2330', 'cammarkt.com//292', 'cammarkt.com//91', 'www.ebay.com//45705', 'www.ebay.com//23939', 'www.ebay.com//59826', 'www.ebay.com//43532', 'www.ebay.com//59670', 'www.ebay.com//42053'}"
nikon,d5300,NULL,24.2,,,,677.02,"{'www.ebay.com//48452', 'www.ebay.com//60085', 'www.ebay.com//47154', 'www.eglobalcentral.co.uk//380', 'www.ebay.com//47951', 'www.ebay.com//24514', 'www.ebay.com//52884', 'www.priceme.co.nz//1927', 'www.ebay.com//43964', 'www.ebay.com//43623', 'www.cambuy.com.au//14', 'www.eglobalcentral.co.uk//474', 'www.mypriceindia.com//698', 'www.ebay.com//55458', 'www.ebay.com//57674', 'buy.net//4319', 'www.ilgs.net//93', 'www.alibaba.com//22932', 'www.walmart.com//650', 'www.shopbot.com.au//217', 'www.ebay.com//55734', 'www.cambuy.com.au//127', 'www.garricks.com.au//136', 'www.eglobalcentral.co.uk//544', 'www.eglobalcentral.co.uk//576', 'www.gosale.com//1244', 'www.ebay.com//60528', 'www.flipkart.com//2319', 'www.ebay.com//58796', 'www.ebay.com//45676', 'www.walmart.com//694', 'www.ebay.com//60263', 'www.garricks.com.au//89', 'www.eglobalcentral.co.uk//247', 'www.ebay.com//46169', 'www.walmart.com//654', 'www.ebay.com//42948', 'www.eglobalcentral.co.uk//469', 'www.ebay.com//44873', 'www.ebay.com//46096', 'www.eglobalcentral.co.uk//570', 'buy.net//6324', 'www.mypriceindia.com//18', 'www.eglobalcentral.co.uk//293', 'www.ebay.com//48538', 'www.eglobalcentral.co.uk//534', 'www.ebay.com//45352', 'www.ebay.com//43627', 'www.gosale.com//1008', 'www.eglobalcentral.co.uk//666', 'cammarkt.com//32', 'www.priceme.co.nz//1817', 'www.ebay.com//45375', 'buy.net//6296', 'www.ebay.com//45171', 'www.priceme.co.nz//2220', 'www.ebay.com//42551', 'www.ebay.com//42652', 'www.ebay.com//59100', 'www.pcconnection.com//12185', 'www.ebay.com//41882', 'www.ebay.com//58617', 'www.ebay.com//55746', 'buy.net//5819', 'www.ebay.com//56340', 'www.ebay.com//56420', 'buy.net//6305', 'www.ebay.com//56572', 'www.eglobalcentral.co.uk//717', 'www.garricks.com.au//1', 'www.garricks.com.au//108', 'www.ebay.com//44238', 'www.ebay.com//59013', 'www.ebay.com//53104', 'www.eglobalcentral.co.uk//710', 'www.eglobalcentral.co.uk//643', 'www.mypriceindia.com//19', 'www.shopmania.in//1721', 'www.ebay.com//53290', 'www.gosale.com//1377', 'www.price-hunt.com//9646', 'www.ebay.com//56652', 'www.cambuy.com.au//60', 'www.pcconnection.com//12187', 'www.ebay.com//41870', 'buy.net//6670', 'www.priceme.co.nz//2196', 'buy.net//6120', 'www.ebay.com//54539', 'www.cambuy.com.au//148', 'www.ebay.com//43922', 'www.pricedekho.com//1233', 'www.shopbot.com.au//1445', 'www.shopmania.in//1150', 'www.pcconnection.com//12356', 'www.shopbot.com.au//1567', 'www.ebay.com//57123', 'www.flipkart.com//2244', 'www.mypriceindia.com//16', 'www.alibaba.com//30084', 'www.ebay.com//47728', 'cammarkt.com//99', 'www.ebay.com//46963', 'www.garricks.com.au//87', 'www.eglobalcentral.co.uk//108', 'www.ebay.com//46259', 'www.walmart.com//712', 'www.ebay.com//44308', 'www.eglobalcentral.co.uk//744', 'www.priceme.co.nz//1727', 'www.priceme.co.nz//1735', 'www.ebay.com//60201', 'www.ebay.com//52998', 'www.ebay.com//24832', 'www.shopmania.in//1071', 'www.ebay.com//54667', 'www.cambuy.com.au//91'}"
nikon,d60,digital slr,10.2,,,2.5,426.71,"{'www.ebay.com//47875', 'www.ebay.com//46992', 'www.ebay.com//44532', 'www.ebay.com//43920', 'www.ebay.com//57910', 'www.ebay.com//43356', 'www.alibaba.com//5544', 'www.ebay.com//45792', 'www.ebay.com//43966', 'www.ebay.com//43112', 'www.ebay.com//42088', 'www.ebay.com//53358', 'www.ebay.com//46624', 'www.ebay.com//41992', 'www.ebay.com//53928', 'www.gosale.com//1355', 'www.ebay.com//56828', 'www.ebay.com//47513', 'www.ebay.com//47980', 'www.ebay.com//43446', 'www.ebay.com//42105', 'www.ebay.com//54540', 'www.ebay.com//53084', 'www.ebay.com//52718', 'www.ebay.com//59459', 'www.ebay.com//45913', 'www.ebay.com//45934', 'www.ebay.com//25048', 'www.ebay.com//59130', 'www.ebay.com//53876', 'www.gosale.com//730', 'www.ebay.com//44690', 'www.ebay.com//54537', 'www.ebay.com//59680', 'www.ebay.com//59880', 'www.ebay.com//47688', 'www.ebay.com//44441', 'www.ebay.com//54326', 'www.ebay.com//56201'}"
nikon,d600,digital slr,24.3,,,3.2,1667.6,"{'www.gosale.com//1379', 'www.ebay.com//46168', 'www.ebay.com//46699', 'www.ebay.com//52985', 'www.gosale.com//752', 'www.buzzillions.com//2893', 'www.ebay.com//44653', 'www.ebay.com//53609', 'www.ebay.com//24127', 'www.price-hunt.com//786', 'www.shopbot.com.au//313', 'www.mypriceindia.com//754', 'www.ebay.com//43390', 'www.ebay.com//55030', 'www.priceme.co.nz//1809', 'www.ebay.com//55704', 'www.shopmania.in//1598', 'cammarkt.com//4', 'www.priceme.co.nz//2325', 'www.ebay.com//47853', 'cammarkt.com//76', 'www.gosale.com//1177', 'www.ebay.com//47283', 'www.ebay.com//45550', 'www.ebay.com//45627', 'www.ebay.com//45824', 'www.ebay.com//25068', 'www.ebay.com//56566', 'www.ebay.com//48379', 'www.buzzillions.com//2404', 'www.shopmania.in//1140', 'cammarkt.com//344', 'www.ebay.com//58658', 'www.ebay.com//54530', 'www.ebay.com//52753', 'www.ebay.com//43079', 'www.gosale.com//431', 'www.gosale.com//903', 'www.ebay.com//47814', 'www.ebay.com//56057', 'www.mypriceindia.com//49', 'www.ebay.com//43967', 'www.ebay.com//55341', 'www.ebay.com//45011', 'www.shopbot.com.au//1240'}"
nikon,d600,dslr cameras,24.0,3.0,,,,{'www.buzzillions.com//2598'}
